,class,tweet
592,0,shawty said you not gone understand america unless you went pwi school crackers already brainwashed her smh lol
593,0,nigga dat cares about opinions and get involve hoe shit either gay broke not getting enough pussy
594,0,jessica not afraid slit your throat tomorrow
595,0,bitch fuck nigga what with that pussy
596,0,proof that thots are retarded
597,0,fag
598,0,humans are evil man cutting tusks these beautiful animals chinks think the get hard
599,0,every spic cop losangeles has raped has thought about raping white woman that why those get jobs pigs
600,0,can faggots honeybooboo imagine this internet world was created trap them and feed them allah like gazelles stephenking
601,0,shoot that nigga his shoy bitch
602,0,heard that bitch gtta thang for them boss niggas
603,0,faggot that needs grow
604,0,what can banks show engagement with the queer community hire trans women
605,0,eye witness joel faggot
606,0,racist trash racist why wld intvw ask racist questions itwas disrespectful
607,0,your nigger fighter huh
608,0,you did good job doing that and not texting back faggot
609,0,fags
610,0,sometimes wan upper cut this bitch but not know she special not
611,0,she what say hood white trash
612,0,shut your legs hoe
613,0,fuck your store bitch
614,0,coons not wait wear them oreo
615,0,hate you too lil nicca lol hate the steelers dawg
616,0,going murder that fucking cunt
617,0,soooooo tired this dick dyke showing feed real studs dont fucc niggas just bisexual
618,0,dumb haitian fake black faggots haiti and neck yourself
619,0,ugly gay nigga bitch fucking peace shit
620,0,hitler did not finish can nigger jew confronts the street what then
621,0,apaheid pedestrian check show your freedom papers you
622,0,faggot
623,0,fleek vocabulary you faggot
624,0,you have new boyfriend every week you doin hoe
625,0,you pussy ass nigga and know nigga
626,0,dudes shaving without being for athletic purpose gay you are retarded
627,0,got called faggot for buying girl toms now gon fuck that person the ass
628,0,all these bitches niggaz with they imaginary haters
629,0,wow have another faggot timatheracer wow have another cam hater lol dat dude nice
630,0,fuck you stupid ass coward ass punk bitch faggot ass racist piece shit punk bitch not woh time
631,0,niger
632,0,faux noise pundits not like duck molester racist homophobic teabagger darling phil robeson either
633,0,you are little bitch
634,0,omg plz stop calling idiot are kindergarden you fucking faggot
635,0,bitch ass nigga hating black women uncle tom bitch punk
636,0,fucking christ hate tutors and tas you literally get paid teach retards stop picking their nose get the fuck outta face
637,0,look boy nigga faggot bruh chance the rapper
638,0,not worry about the nigga you see worry about the nigga you not see dat nigga fuckin bitch
639,0,still fag was lolz
640,0,love racism blame whitey for everything now that you mention bet the white man put the dese tooise bundyranch
641,0,most these niggas broke for these hoes
642,0,happy bihday faggot
643,0,ankles hood bitches with long weave the worst thing ever weave that touching their ashy ankles
644,0,least not black bitch your parents left you the mcdonalds parking lot after you were born
645,0,been main nigguh since digital camera selfies
646,0,the bromance between pat and ant real fuck that faggot
647,0,moving the country forward his vision his vision downsize our country and get even whitey war
648,0,ahah fucking queer kill urself
649,0,you can longer run business america unless deemed acceptable political group retards known democr
650,0,why many filthy wetback spic savages live losangeles none them have any right all here
651,0,espn keep hiring these dyke bitches and gay spanish niggas talk spos
652,0,niggers really believe phelps just smokin regular huh tell now will log off for the night
653,0,you have word will beat those fucking faggots pls
654,0,you have redneck attitude the same people that think benghazzi real think fox fake nws real your one
655,0,people this site are fucking retarded sometimes
656,0,niggas wear wigs more than bitches these days
657,0,probs that fag vhia
658,0,only lesbians get their nips pierced
659,0,cheat cause always think they gettin played
660,0,was not calling you faggot but you are one lol
661,0,tragedy smh niggas not know you but will throw your name for the pussy you
662,0,not funny faggot
663,0,niggas always wan talk about how god against gays what about that pussy you was eating last night not god
664,0,you are fag
665,0,roses red orchids bigger donts tell daddy you fuckin nigger vddie
666,0,proudly racist dumb nigger
667,0,anyone who came the indentured servant white trash
668,0,you are coon
669,0,why you think all these niggas end with all these kids fucking ugly bitches
670,0,automatically suspicious white folk who try too hard show they like darkies
671,0,the receptionist always forced talk such racist cunt called her for error and she said she will call mins nothing
672,0,really fags are gross you aids infected sick fuckers
673,0,shut lizard faggot nigger cunt
674,0,now have ebloa case texas kill all the niggers might safe
675,0,this ugly ass niggah can with her can too she with chuu baka for anyways this niggah look like
676,0,gerryshalloweenpay halloween was yesterday stupid nigger
677,0,you say any the following words the convo over nigger nigga swag yolo fag retard
678,0,your and nigga them hoes suck wayans brothers are not funny all jamie foxx should number
679,0,almost got see white boy get beat around today but ran like bitch
680,0,inner nigger coming out
681,0,you aint special niglet when chilling wit greg ppl walk ask take pics hatin
682,0,they should ashamed themselves will single for life before fuck nasty faggot ass white man
683,0,what fag
684,0,youre fucking ugly bitch wan stab you death and then play around with your blood bateman
685,0,geta life faggot
686,0,jus tryna vaca away from the niggers bro
687,0,hate that bitch the fact that oomf likes her just retweeettt
688,0,them charlotte goon niccas gon fkkk around and burn bank america stadium down
689,0,thingsiwillteachmychild how play deez niggas bitches dat snakes
690,0,white trash okies not count real white people count white person you have count person okies are not people
691,0,must have been light skin hoe lmfao wtf she mean wasnt ready bruh rip
692,0,this twitter not only are you fag but you are also retarded
693,0,yeah sucks just like the other fags who are nevermind there are fags the nfl
694,0,chris bosh bout disgrace the trophy like real faggot smh
695,0,yes white washed because not around repping hood and saying bunch ignorant nig terms
696,0,shut beaner ass spic and hop your faggot ass back across the border little nigga listen some pitbull
697,0,bernstine chi sox jew fag
698,0,you are jiggaboo
699,0,aaaaaaaaand begins fucking niggers that all kentucky and ever will
700,0,fag
701,0,everyone calls they like wassup and like wassup niggah
702,0,this awkward fag wonder who awesome tank that
703,0,eyes feel chink eyed
704,0,beer queer
705,0,dont have any problems with zak but you seem like faggot
706,0,not shit girl bitch made nigga
707,0,just niggress that thinks she human
708,0,shit ill pay the premium get away from these anything ass hoes
709,0,nigger
710,0,this retarded
711,0,dat bitch katy perry can suck skin off dick
712,0,hate the yankees though right feel like really good hating them
713,0,jenna faggot
714,0,fag
715,0,sorry rant make mad and ashamed colored wish white would like
716,0,faggot
717,0,stupid fucking nigger lebron you flopping stupid jungle bunny monkey faggot
718,0,not been the fair since was like and have not wanted since then either for some reason too many niggers for
719,0,woke with sore throat cold niggers will niggers terrible
